V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
57322,0,0,9,0,3000,30000,10,1151,SC,0,0,FEMALE,SAL,OWNED,07-05-1989,27,17,12,1,,0,,,30000,42,,0,0,0,TIER 3,0
57323,0,0,12,0,2000,32000,18,1005,MO,1,8.3,MALE,SAL,OWNED,04-06-1980,36,5,4,0,,0,,,32000,,,0,0,0,TIER 3,0
57324,0,1,15,1,2994,50386,20,3650,SC,1,11.3,FEMALE,SELF,OWNED,19-05-1978,38,8,3,1,80000,0,80000,,50386,28,,0,0,0,TIER 3,0
57325,0,0,17,0,2430,48500,25,1005,MC,1,12.1,MALE,SAL,OWNED,11-03-1983,33,1,1,0,,0,,,48500,,,0,0,0,TIER 3,0
57326,0,0,16,0,2211,33380,19,2307,MO,1,16.3,MALE,SELF,OWNED,09-04-1994,22,1,1,0,,0,,,33380,,,0,0,0,TIER 3,0
57327,0,0,16,0,2754,42000,19,1460,SC,1,15.5,FEMALE,STUDENT,OWNED,13-03-1992,24,4,4,0,22000,0,22000,,42000,,,0,0,0,TIER 3,0
57328,0,0,20,0,2805,49500,24,1079,SC,0,18,MALE,SELF,OWNED,14-10-1984,32,2,2,0,,0,,,49500,,,0,0,0,TIER 4,0
57329,0,2,20,3,3027,54200,24,3899,MC,0,17,MALE,SELF,OWNED,05-06-1994,22,3,2,0,,0,,,54200,,,5,5,2,TIER 4,0
57330,0,2,17,2,2121,31500,18,8348,TL,0,14.1,FEMALE,SAL,OWNED,06-01-1983,31,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57331,0,0,17,0,1727,27200,20,8390,TL,0,16.15,MALE,SELF,OWNED,12-06-1968,48,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57332,0,0,16,0,3146,48300,19,1151,SC,1,15,MALE,SELF,OWNED,05-07-1963,53,11,8,0,197000,0,,,48400,,,0,0,0,TIER 3,0
57333,0,1,17,1,3057,44100,18,1080,SC,0,16.5,FEMALE,HOUSEWIFE,OWNED,01-01-1981,35,23,17,0,27000,0,27000,,44100,,,19,15,3,TIER 4,0
57334,0,0,13,0,3269,54500,19,1289,SC,2,8.8,MALE,SELF,OWNED,22-04-1970,46,2,1,1,,0,,,54500,30,,0,0,0,TIER 4,0
57335,0,0,17,0,2135,31176,18,20264,MO,1,15.5,MALE,SELF,OWNED,28-03-1978,38,5,5,0,,0,,,41825,,,2,2,0,TIER 3,0
57336,0,2,15,2,2094,34133,20,4428,MO,2,13.6,FEMALE,SELF,OWNED,10-03-1988,28,7,2,0,45000,0,20000,,34133,,,0,0,0,TIER 3,0
57337,0,0,12,0,2080,30750,18,1082,MO,1,14.5,MALE,SAL,,12-10-1962,54,9,4,0,28000,0,54000,,30750,,,5,5,5,TIER 3,0
57338,0,0,13,0,2145,33420,18,3252,MO,3,10.35,FEMALE,SELF,OWNED,16-03-1972,44,1,1,0,,0,,,33420,,,0,0,0,TIER 3,0
57339,0,1,10,1,2460,33124,15,3650,MO,3,9.1,MALE,SAL,OWNED,22-10-1969,47,4,1,3,,0,,,33124,44,,0,0,0,TIER 3,0
57340,0,2,6,2,3334,20000,6,3650,MO,0,0,MALE,SAL,OWNED,30-12-1961,54,0,0,0,,0,,,,,,0,0,0,TIER 3,0
57341,0,0,13,0,3101,47900,18,1195,SC,1,11,FEMALE,SELF,OWNED,06-04-1981,35,3,2,0,25000,0,23000,,47900,,,1,0,0,TIER 3,0
57342,0,0,22,0,1883,35000,24,8456,TL,0,14.55,FEMALE,SELF,OWNED,01-01-1979,36,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57343,0,0,15,1,1533,22250,18,8390,TL,0,15.99,MALE,SELF,OWNED,03-04-1974,40,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57344,0,0,22,0,1829,34000,24,8348,TL,0,14.55,MALE,SELF,OWNED,15-07-1978,38,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57345,0,0,15,0,2087,31000,18,8836,TL,0,14.09,MALE,SELF,OWNED,30-06-1972,44,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57346,0,0,15,0,1836,27000,18,8836,TL,0,14.9,MALE,SELF,OWNED,26-02-1983,33,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57347,0,0,15,0,2356,35000,18,8836,TL,0,14.09,MALE,SELF,OWNED,25-10-1958,56,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57348,0,1,13,1,4261,54500,15,8836,TL,0,13.82,MALE,SELF,OWNED,28-09-1988,27,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57349,0,0,16,1,3298,49000,18,8456,TL,0,14.09,MALE,SAL,OWNED,03-04-1962,53,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57350,0,0,16,0,1649,24500,18,8757,TL,0,14.09,MALE,SELF,OWNED,12-07-1971,45,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57351,0,0,16,0,1818,27000,18,8757,TL,0,14.09,MALE,SAL,OWNED,01-01-1971,45,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57352,0,0,17,0,1212,18000,18,8757,TL,0,14.09,MALE,SELF,OWNED,03-07-1981,33,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57353,0,1,18,2,2154,32000,18,8757,TL,0,14.09,MALE,SAL,RENT,08-02-1963,51,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57354,0,0,18,0,1649,24500,18,8757,TL,0,14.09,MALE,SELF,OWNED,15-04-1987,29,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57355,0,0,16,0,1481,22000,18,8456,TL,0,14.09,MALE,PENS,OWNED,01-01-1961,54,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57356,0,0,8,0,2275,22750,10,1005,SC,0,0,MALE,SAL,RENT,09-08-1966,50,1,1,0,,0,,,22750,,,0,0,0,TIER 3,0
57357,0,0,12,0,2330,32500,16,4358,MO,1,11,MALE,SELF,OWNED,19-03-1981,35,1,1,0,,0,,,32500,,,0,0,0,TIER 3,0
57358,0,1,20,1,2430,48890,25,1151,SC,1,11.62,MALE,SELF,OWNED,03-04-1972,44,1,1,0,,0,,,48890,,,0,0,0,TIER 3,0
57359,0,2,16,2,1991,32000,19,1151,MO,1,11.5,MALE,SELF,RENT,03-04-1972,44,5,5,0,50000,0,104498,,32000,,,0,0,0,TIER 3,0
57360,0,0,9,0,1925,22800,13,1195,MO,2,9,MALE,SELF,OWNED,08-04-1968,48,1,1,0,,0,,,22800,,,0,0,0,TIER 3,0
57361,0,0,8,0,3000,30000,10,1235,SC,0,0,MALE,SELF,OWNED,12-05-1962,54,13,5,2,180000,0,,255000,30000,,,0,0,0,TIER 4,0
57362,0,0,10,0,2389,33213,15,1174,MO,3,6.3,MALE,SELF,OWNED,28-10-1987,29,21,21,0,,0,,,33213,,,0,0,0,TIER 3,0
57363,0,1,14,1,2660,40700,18,1235,SC,0,11.75,MALE,SAL,OWNED,08-06-1964,52,26,7,0,,0,,,40700,,,0,0,0,TIER 4,0
57364,0,1,20,4,3010,56000,24,1111,SC,0,14.5,MALE,SAL,OWNED,14-02-1972,44,5,1,4,370000,0,,670000,56000,30,,0,0,0,TIER 4,0
57365,0,0,17,0,3023,56460,25,1416,SC,1,16.25,FEMALE,SAL,OWNED,12-01-1975,41,2,1,0,,0,,,56460,,,0,0,0,TIER 3,0
57366,0,3,20,4,2341,44265,24,1461,MC,0,13.45,MALE,SELF,OWNED,20-05-1988,28,2,2,0,,0,,,44265,,,0,0,0,TIER 3,0
57367,0,2,13,2,3864,58200,18,1195,SC,1,13,MALE,SAL,OWNED,15-05-1965,51,4,1,0,,0,,,58200,,,0,0,0,TIER 3,0
57368,0,0,19,0,1720,32500,24,1079,MO,0,13.5,MALE,SELF,OWNED,20-07-1965,51,1,1,0,,0,,,32500,,,0,0,0,TIER 4,0
57369,0,0,9,0,3000,37370,13,1151,SC,3,4,MALE,SELF,OWNED,10-05-1959,57,2,1,1,195208,0,,195208,37370,,,0,0,0,TIER 3,0
57370,0,1,20,3,2473,46000,24,1079,MC,0,14.5,MALE,SELF,OWNED,16-04-1981,35,9,7,1,,0,,,49000,,,0,0,0,TIER 4,0
57371,0,1,12,1,2093,27600,15,1235,MO,0,11,MALE,SELF,OWNED,19-03-1984,32,1,1,0,,0,,,27600,,,5,3,1,TIER 4,1
57372,0,3,20,4,2448,46800,24,1235,MC,0,12.75,MALE,SELF,OWNED,25-05-1984,32,4,3,1,505000,0,1006228,150000,46800,27,,0,0,0,TIER 4,0
57373,0,0,17,0,2272,47000,24,2118,MC,4,7.99,MALE,SELF,OWNED,15-07-1985,31,1,1,0,,0,,,47000,,,0,0,0,TIER 2,0
57374,0,0,17,0,1685,26600,20,8390,TL,0,16,MALE,SELF,OWNED,03-07-1968,48,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57375,0,0,16,0,2032,29600,18,8348,TL,0,15.69,MALE,SAL,OWNED,12-07-1988,25,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57376,0,0,15,0,1548,23000,18,8348,TL,0,14.09,MALE,SELF,RENT,04-05-1977,39,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57377,0,0,15,0,1275,18500,18,8389,TL,0,15.99,MALE,SAL,RENT,01-01-1979,37,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57378,0,0,15,0,1270,18500,18,8389,TL,0,15.69,MALE,SELF,OWNED,10-09-1968,48,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57379,0,0,20,2,1595,29900,24,1648,MO,0,14,MALE,SELF,OWNED,24-02-1983,33,1,1,0,,0,,,29900,,,0,0,0,TIER 4,0
57380,0,0,20,1,2560,48900,24,1377,SC,0,12.8,MALE,SELF,OWNED,01-01-1980,36,1,1,0,,0,,,48900,,,0,0,0,TIER 4,0
57381,0,0,23,0,2446,48225,26,8348,TL,0,14.7,MALE,SELF,OWNED,12-06-1985,31,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57382,0,1,16,1,1549,22500,18,8390,TL,0,15.9,MALE,SELF,OWNED,02-04-1969,47,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57383,0,1,15,1,1986,29500,18,8348,TL,0,14.09,MALE,SELF,OWNED,10-04-1978,38,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57384,0,1,16,1,3845,62120,19,2307,SC,1,11.1,MALE,SELF,OWNED,24-05-1977,39,21,11,1,500000,0,,500000,113922,20,,0,0,0,TIER 3,0
57385,0,2,23,4,2914,53584,25,2776,SC,1,17.25,MALE,SELF,OWNED,19-03-1971,45,2,2,0,,0,,,53584,,,0,0,0,TIER 3,0
57386,0,0,20,0,1480,28406,24,1194,MO,0,12.5,MALE,SELF,OWNED,11-10-1975,41,1,1,0,,0,,,28406,,,0,0,0,TIER 4,0
57387,0,0,16,0,1744,34300,25,1151,MO,1,13,FEMALE,SAL,RENT,20-07-1969,47,2,2,0,,0,,,34300,,,0,0,0,TIER 3,0
57388,0,0,17,0,2843,56670,24,1082,SC,1,10.2,FEMALE,SELF,OWNED,08-11-1991,25,4,4,0,,0,,,56670,,,1,1,1,TIER 3,0
57389,0,0,20,0,1793,32100,24,1079,MO,0,17,FEMALE,SAL,RENT,17-07-1993,23,3,2,1,58300,0,58300,,58300,,19,0,0,0,TIER 4,0
57390,0,0,21,1,1600,32000,25,1460,MO,1,12,MALE,SELF,OWNED,20-06-1962,54,9,7,0,90000,0,,,32000,,,6,6,3,TIER 3,0
57391,0,1,21,1,1794,32077,24,1194,MO,0,17.1,MALE,SELF,OWNED,10-11-1978,38,1,1,0,,0,,,32077,,,0,0,0,TIER 4,0
57392,0,0,16,0,1826,26500,18,1194,MO,0,16,MALE,SELF,OWNED,08-01-1981,35,2,1,1,33000,0,26500,33000,26500,,,0,0,0,TIER 4,0
57393,0,0,23,0,1988,38313,24,1194,SC,0,12.25,FEMALE,SAL,RENT,30-07-1994,22,4,4,0,,0,,,38313,,,0,0,0,TIER 4,0
57394,0,0,16,0,2129,31625,18,8466,TL,0,14.09,MALE,SELF,OWNED,01-01-1960,56,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57395,0,0,15,0,2667,39625,18,8798,TL,0,14.09,MALE,SELF,OWNED,21-12-1978,38,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57396,0,0,18,0,2667,39625,18,8798,TL,0,14.09,MALE,SELF,OWNED,01-01-1975,41,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57397,0,1,18,1,2667,39625,18,8798,TL,0,14.09,MALE,SELF,OWNED,19-05-1990,26,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57398,0,0,15,0,1254,18625,18,8798,TL,0,14.09,MALE,SELF,OWNED,01-01-1973,43,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57399,0,2,15,2,1254,18625,18,8466,TL,0,14.09,MALE,SELF,OWNED,25-09-1962,54,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57400,1,1,21,2,2602,51900,25,1605,MC,0,12.15,MALE,SELF,OWNED,01-01-1980,36,3,1,0,99000,0,,,51900,,,3,2,1,TIER 4,1
57401,0,0,16,0,2600,47900,21,1044,MC,1,7.99,MALE,SAL,OWNED,08-02-1981,35,2,1,1,,0,,,47900,,13,0,0,0,TIER 2,0
57402,0,1,15,1,1240,18000,18,8413,TL,0,15.99,MALE,SELF,OWNED,18-10-1981,33,0,0,0,,0,,,,,,0,0,0,TIER 2,0
57403,0,0,16,0,2625,39000,18,8396,TL,0,14.09,MALE,SELF,OWNED,01-07-1984,32,0,0,0,,0,,,,,,0,0,0,TIER 2,0
57404,0,2,12,2,1889,24900,15,1499,MC,0,11,MALE,SELF,OWNED,01-01-1982,34,2,1,1,,0,,,24900,,19,0,0,0,TIER 2,0
57405,0,1,20,3,2689,52900,24,1781,SC,1,10.99,MALE,SELF,OWNED,12-05-1982,34,1,1,0,,0,,,52900,,,0,0,0,TIER 2,0
57406,0,0,15,0,3298,49000,18,8823,TL,0,14.09,MALE,SAL,OWNED,30-10-1989,27,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57407,0,0,20,0,2097,54315,36,3993,SC,1,12.99,MALE,SELF,OWNED,01-01-1991,25,2,2,0,,0,,,62000,,,0,0,0,TIER 4,0
57408,0,1,11,1,3010,42000,15,4800,MC,3,5.99,MALE,SAL,OWNED,01-01-1993,23,1,1,0,,0,,,42000,,,0,0,0,TIER 4,0
57409,0,0,20,1,1968,37000,24,1100,MO,1,13.8,MALE,SAL,RENT,04-02-1973,43,12,8,1,,0,,,55486,,,1,0,0,TIER 4,0
57410,0,1,15,1,2087,31000,18,8396,TL,0,14.09,FEMALE,SAL,RENT,21-07-1969,45,0,0,0,,0,,,,,,0,0,0,TIER 2,0
57411,0,0,13,0,2967,35800,14,8396,TL,0,13.72,MALE,SELF,OWNED,04-06-1964,52,0,0,0,,0,,,,,,0,0,0,TIER 2,0
57412,0,1,17,3,1447,21000,18,8413,TL,0,15.99,FEMALE,SELF,OWNED,18-09-1989,25,0,0,0,,0,,,,,,0,0,0,TIER 2,0
57413,0,0,17,0,2662,49900,24,1138,MC,0,14,MALE,SELF,OWNED,01-01-1995,21,1,1,0,,0,,,49900,,,0,0,0,TIER 2,0
57414,0,0,20,0,1899,36000,24,3683,MO,1,13.3,MALE,SELF,OWNED,20-04-1978,38,4,4,0,,0,,,36000,,,0,0,0,TIER 4,0
57415,0,1,15,2,1649,24500,18,8396,TL,0,14.09,MALE,SELF,OWNED,01-05-1988,28,0,0,0,,0,,,,,,0,0,0,TIER 2,0
57416,0,1,16,1,1414,21000,18,8396,TL,0,14.09,MALE,SELF,OWNED,04-06-1977,39,0,0,0,,0,,,,,,0,0,0,TIER 2,0
57417,0,0,23,1,2378,46900,26,8396,TL,0,14.69,MALE,SAL,OWNED,19-06-1969,47,0,0,0,,0,,,,,,0,0,0,TIER 2,0
57418,0,0,16,0,1514,22000,18,8413,TL,0,15.9,MALE,SELF,OWNED,01-04-1962,54,0,0,0,,0,,,,,,0,0,0,TIER 2,0
57419,0,0,15,0,2289,34000,18,8396,TL,0,14.09,FEMALE,SELF,OWNED,04-06-1971,44,0,0,0,,0,,,,,,0,0,0,TIER 2,0
57420,0,0,16,0,1841,34900,24,3683,MO,1,13.3,MALE,SELF,OWNED,15-09-1961,55,3,3,0,,0,,,34900,,,0,0,0,TIER 4,0
57421,0,0,23,0,1997,38000,26,8413,TL,0,16.89,MALE,SELF,OWNED,02-03-1981,34,0,0,0,,0,,,,,,0,0,0,TIER 2,0
57422,0,2,15,2,1649,24500,18,8396,TL,0,14.09,MALE,SAL,RENT,13-08-1978,38,0,0,0,,0,,,,,,0,0,0,TIER 2,0
57423,0,0,17,0,2599,42000,20,8396,TL,0,14.25,FEMALE,HOUSEWIFE,OWNED,15-06-1974,41,0,0,0,,0,,,,,,0,0,0,TIER 2,0
57424,0,0,15,0,1516,22000,18,8413,TL,0,15.99,MALE,SELF,OWNED,01-01-1980,36,0,0,0,,0,,,,,,0,0,0,TIER 2,0
57425,0,1,22,1,2606,49275,24,1043,MC,0,13.45,MALE,SELF,OWNED,01-01-1969,47,1,1,0,,0,,,49275,,,0,0,0,TIER 2,0
57426,0,0,16,1,2390,34900,18,1043,MO,0,15.5,FEMALE,SELF,OWNED,01-01-1977,39,2,1,0,,0,,,34900,,,0,0,0,TIER 2,0
57427,0,0,10,0,3012,32700,12,4608,MO,0,10.5,MALE,SELF,OWNED,01-01-1965,51,1,1,0,,0,,,32700,,,2,1,0,TIER 2,0
57428,0,0,13,0,2021,30900,18,1513,MO,0,11.8,MALE,SAL,OWNED,01-01-1966,50,1,1,0,,0,,,30900,,,0,0,0,TIER 2,0
57429,0,0,15,0,1818,27000,18,8396,TL,0,14.09,FEMALE,SAL,OWNED,04-06-1982,34,0,0,0,,0,,,,,,0,0,0,TIER 2,0
57430,0,2,13,2,3508,54900,18,1781,SC,1,9.99,MALE,SELF,OWNED,08-10-1992,24,1,1,0,,0,,,54900,,,0,0,0,TIER 2,0
57431,0,1,19,2,2495,47900,24,1483,MC,1,12.5,MALE,SELF,OWNED,01-01-1964,52,0,0,0,,0,,,,,,0,0,0,TIER 2,0
57432,0,1,13,1,2197,33000,18,1100,MO,1,13.2,MALE,SELF,OWNED,27-07-1965,51,2,2,0,,0,,,33000,,,0,0,0,TIER 4,0
57433,0,2,10,2,2912,33593,12,20054,SC,0,3.99,MALE,SAL,OWNED,27-03-1994,22,4,1,3,300000,0,,373316,33593,35,,0,0,0,TIER 4,0
57434,0,0,10,0,4916,65900,15,2674,MC,3,9.5,MALE,SELF,OWNED,10-04-1991,25,1,1,0,,0,,,65900,,,4,0,0,TIER 4,0
57435,0,0,13,0,2551,41000,18,2526,MC,0,7.99,MALE,SAL,OWNED,09-06-1992,24,5,1,4,,0,,,41000,42,28,0,0,0,TIER 4,0
57436,0,1,20,1,2704,51500,24,2764,SC,0,13,FEMALE,SELF,OWNED,07-04-1987,29,1,1,0,,0,,,51500,,,0,0,0,TIER 4,0
57437,0,0,21,0,2541,48400,24,1839,MC,0,12.99,MALE,SELF,OWNED,01-01-1984,32,2,1,1,,0,,,48400,,17,0,0,0,TIER 2,0
57438,0,1,19,1,3007,55500,24,1043,MC,2,15,MALE,SAL,OWNED,09-03-1989,27,1,1,0,,0,,,55500,,,0,0,0,TIER 2,0
57439,0,0,23,0,1226,31400,36,4853,MO,0,13.5,MALE,SAL,OWNED,12-02-1972,44,1,1,0,,0,,,31400,,,0,0,0,TIER 4,0
57440,0,0,17,0,1993,50900,36,2769,SC,0,13.65,MALE,SAL,OWNED,01-01-1975,41,6,1,5,65000,0,,101171,50900,15,21,6,4,2,TIER 4,1
57441,0,1,23,1,1530,28900,24,4320,MO,0,13.5,MALE,SELF,OWNED,02-04-1970,46,1,1,0,,0,,,28900,,,0,0,0,TIER 4,1
57442,0,0,17,0,2493,47490,24,2102,SC,0,12.99,MALE,SAL,OWNED,01-02-1966,50,3,3,0,,0,,,47490,,,0,0,0,TIER 2,0
57443,0,1,22,1,2204,42300,24,2360,MC,0,12.5,MALE,SELF,OWNED,01-05-1958,58,1,1,0,,0,,,42300,,,0,0,0,TIER 2,0
57444,0,0,22,0,3259,60900,24,2965,MC,0,14.21,MALE,STUDENT,OWNED,20-07-1995,21,1,1,0,,0,,,60900,,,0,0,0,TIER 4,0
57445,0,0,13,0,1737,35400,24,3365,SC,1,8.88,FEMALE,SAL,OWNED,27-10-1984,32,2,1,0,50000,0,,,35400,,,6,6,3,TIER 4,0
57446,0,0,16,0,2794,44900,18,3035,SC,0,7.99,MALE,SELF,OWNED,01-01-1974,42,6,4,2,600000,0,700000,,44900,,52,0,0,0,TIER 1,0
57447,0,1,22,1,2776,53900,24,2450,MC,1,11.8,MALE,SELF,OWNED,02-01-1991,25,1,1,0,,0,,,53900,,,0,0,0,TIER 2,1
57448,0,0,10,0,3018,34826,12,4120,SC,0,3.99,MALE,SAL,OWNED,01-06-1968,48,1,1,0,,0,,,34826,,,0,0,0,TIER 2,0
57449,0,0,17,0,2794,44900,18,2438,SC,0,7.99,MALE,SELF,RENT,02-09-1985,31,3,1,2,,0,,,44900,,17,0,0,0,TIER 1,0
57450,0,0,19,0,2384,46900,24,3278,SC,1,10.99,MALE,SELF,OWNED,05-02-1983,33,2,2,0,,0,,,60900,,,0,0,0,TIER 4,0
57451,0,1,13,1,2662,49900,24,20276,MC,0,14,MALE,SELF,OWNED,01-01-1977,39,2,1,0,70000,0,,,49900,,,2,2,1,TIER 4,0
57452,0,2,23,2,2682,54650,24,4664,SC,1,8.88,MALE,SELF,OWNED,01-06-1982,34,2,2,0,400000,0,400000,,54650,,,0,0,0,TIER 2,0
57453,0,0,20,0,2495,47900,24,20245,MC,0,12.5,MALE,SELF,OWNED,01-01-1968,48,1,1,0,,0,,,47900,,,0,0,0,TIER 4,0
57454,0,1,22,1,2495,47900,24,20245,MC,0,12.5,MALE,SELF,OWNED,01-01-1990,26,3,1,0,200000,0,47900,,47900,,,1,1,1,TIER 4,0
57455,0,0,20,0,2875,53900,24,2438,MC,0,14,MALE,SAL,OWNED,16-04-1983,33,43,8,33,700000,0,37000,1582197,53900,9,55,5,3,0,TIER 1,0
57456,0,1,15,1,1827,28600,18,2381,MO,1,9.99,MALE,SELF,OWNED,01-01-1992,24,1,1,0,,0,,,28600,,,0,0,0,TIER 2,0
57457,0,0,17,0,2063,30200,18,2567,MO,0,15.3,MALE,SELF,OWNED,01-06-1964,52,2,2,0,,0,,,30200,,,0,0,0,TIER 2,0
57458,0,0,15,0,2883,44400,18,2566,SC,2,11.25,MALE,SAL,OWNED,09-08-1983,33,19,10,8,527000,0,574836,71990,47836,40,46,1,0,0,TIER 2,1
57459,1,2,11,2,3120,36000,12,2381,SC,0,3.99,MALE,SELF,OWNED,14-10-1985,31,6,2,3,130000,0,130000,,36000,,29,1,0,0,TIER 2,0
57460,0,0,20,0,2537,49900,24,3282,SC,1,10.99,MALE,SAL,OWNED,28-01-1969,47,2,1,1,200000,0,,200000,49900,45,,0,0,0,TIER 4,0
57461,0,1,21,2,2498,50900,24,2792,SC,1,8.88,MALE,SAL,OWNED,07-06-1990,26,1,1,0,50900,0,50900,,50900,,,0,0,0,TIER 4,0
57462,0,0,18,0,2379,60500,36,4853,MC,0,13.85,MALE,SAL,OWNED,11-02-1995,21,1,1,0,,0,,,60500,,,0,0,0,TIER 4,0
57463,0,0,15,0,2794,44900,18,2438,SC,0,7.99,MALE,SAL,RENT,20-12-1962,53,2,2,0,1841538,0,1841538,,44900,,,0,0,0,TIER 1,0
57464,0,1,11,1,2912,33593,12,3734,SC,0,3.99,MALE,SELF,OWNED,08-11-1990,25,1,1,0,,0,,,33593,,,0,0,0,TIER 2,0
57465,0,1,22,1,1545,29900,24,20498,MO,0,12,MALE,SELF,OWNED,01-01-1991,25,1,1,0,,0,,,29900,,,0,0,0,TIER 4,0
57466,0,1,23,2,1558,29900,24,3721,MO,0,12.5,MALE,SELF,OWNED,07-05-1975,41,3,1,1,15000,0,,,29900,,,6,6,1,TIER 4,1
57467,0,0,17,0,2669,42900,18,1979,SC,0,7.99,MALE,SELF,OWNED,15-10-1975,41,11,3,8,,0,,,56680,,36,0,0,0,TIER 1,0
57468,0,0,17,0,2095,39900,24,3906,MC,0,13,MALE,SELF,OWNED,01-01-1985,31,2,1,0,350000,0,,,39900,,,2,1,0,TIER 4,0
57469,0,0,23,0,2200,51500,30,1615,MC,3,11.25,MALE,SAL,OWNED,01-10-1972,44,3,2,1,,0,,,51500,,172,0,0,0,TIER 2,1
57470,0,0,11,0,2000,27900,15,2511,MO,3,6,MALE,SELF,OWNED,01-01-1977,39,1,1,0,,0,,,27900,,,2,0,0,TIER 4,0
57471,0,0,17,0,2448,54900,30,1933,SC,0,13.5,MALE,SAL,OWNED,05-06-1975,41,35,23,11,1950000,0,4432500,983711,54900,11,36,1,1,1,TIER 4,0
57472,0,0,13,0,1794,25779,18,1790,MO,0,16.8,MALE,SELF,OWNED,01-01-1975,41,1,1,0,25779,0,25779,,25779,,,6,6,3,TIER 2,0
57473,0,1,10,1,2500,35000,15,2342,SC,3,5.7,MALE,SAL,OWNED,20-01-1970,46,1,1,0,,0,,,35000,,,0,0,0,TIER 1,0
57474,0,0,14,0,2234,35900,18,1979,SC,0,7.99,MALE,SELF,RENT,21-02-1972,44,1,1,0,,0,,,35900,,,0,0,0,TIER 1,0
57475,0,0,20,0,2994,58900,24,2913,MC,1,10.99,MALE,SELF,OWNED,09-06-1962,54,16,3,12,15000,0,,,58900,139,52,9,9,3,TIER 4,0
57476,0,0,21,0,3050,60000,24,3664,MC,1,10.99,MALE,SAL,OWNED,27-12-1976,39,3,2,1,260000,0,260000,,60000,20,,0,0,0,TIER 4,0
57477,0,0,7,0,4238,48900,12,3906,MC,3,3.99,MALE,SELF,OWNED,01-01-1990,26,1,1,0,,0,,,48900,,,0,0,0,TIER 4,0
57478,0,0,19,4,2020,40090,24,2566,MC,2,10.45,MALE,SELF,OWNED,01-06-1983,33,1,1,0,,0,,,40090,,,0,0,0,TIER 2,0
57479,0,1,13,1,3206,52222,18,1435,SC,1,6.99,MALE,SAL,OWNED,01-07-1968,48,9,4,5,,0,,,52222,82,238,7,6,2,TIER 2,0
57480,1,0,15,1,2907,44900,18,3662,SC,0,11,FEMALE,SELF,OWNED,01-01-1981,35,1,1,0,,0,,,44900,,,0,0,0,TIER 4,0
57481,0,0,17,1,2794,44900,18,1980,SC,0,7.99,MALE,SAL,OWNED,15-07-1992,24,10,3,6,41815,0,,65295,48500,,49,6,6,3,TIER 1,0
57482,0,0,17,0,2856,45900,18,2438,SC,0,7.99,MALE,SAL,OWNED,14-03-1968,48,7,1,5,39480,0,,39480,45900,,60,0,0,0,TIER 1,0
57483,0,0,10,0,2754,29900,12,2438,MO,0,10.5,MALE,SELF,OWNED,15-04-1974,42,7,3,4,345000,0,345000,27800,29900,,76,0,0,0,TIER 1,0
57484,0,0,21,0,3000,56800,24,1615,SC,0,13.38,MALE,SELF,OWNED,02-06-1981,35,1,1,0,,0,,,56800,,,0,0,0,TIER 2,0
57485,0,0,13,2,3151,51322,18,3309,SC,1,6.99,MALE,SELF,OWNED,21-12-1980,35,11,10,1,,0,,,51322,14,,0,0,0,TIER 2,0
57486,0,0,22,0,1259,23900,24,4320,MO,0,13.2,MALE,SELF,OWNED,14-12-1980,35,1,1,0,,0,,,23900,,,0,0,0,TIER 4,0
57487,1,0,23,1,1542,28900,24,3397,MO,0,14,MALE,SELF,OWNED,06-08-1966,50,5,3,0,175000,0,175000,,28900,,,10,8,4,TIER 4,0
